Well,Sample ID,Depth,Quartz,KFeldspar,Plagioclase,Quartzite,Phyllite,MRF undiff,Mafic Metamorphic RF,Shale RF,Siltstone RF,Sandstone RF,Chert,Limestone RF,Silicic Volcanic RF,Feldspathic VRF,Basaltic RF,Volcanic Glass,Plut RF undiff,Undiff ductile lithic,Muscovite,Biotite,Chlorite,Iron Oxide,Tourmaline,TiOx,Zircon,Amphibole,Opaque minerals,Clay mineral matrix,Porelining (tangential) illite,FeOs (porelinung),Quartz cement,Kfeldspar cement,Calcite,Dolomite,Fedolomite,Siderite,FeOs (porefilling),auth TiOx,porefilling Illite (radial and meshwork),Chlorite,Kaolinite,Solid hydrocarbon,Anhydrite,Gypsum,Barite,Halite,Kaolinite rp Kfeldspar,Illite rp Kaolinite,Illite rp Kfeldspar,Dolomite rp Kfeldspar,Calcite rp Kfs,Chlorite rp VRF,Intergranular porosity,Intragranular porosity (Kfeldspar),Intragranular porosity (undifferentiated),Intragranular Fracture Porosity,Porosity (%),log-transformed Permeability (mD),IGV,GTI,GTG,Grain size (mm),Sorting,Q,F,R,COPL (%),CEPL (%),,,,
Buntsandstein D,KG028,640.30,44.67,5.67,0.00,0.00,0.33,1.67,0.00,1.33,1.67,3.33,12.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,2.00,0.67,0.00,0.00,7.33,-1.0468,27.00,5.80,8.10,0.708,0.52,62.91,8.45,28.64,24.66,18.84,,,,
Buntsandstein D,KG030,635.65,42.33,5.33,0.00,0.33,0.00,1.33,0.00,0.67,0.00,3.00,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,17.33,1.33,0.00,0.00,0.00,0.00,1.00,1.00,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,3.00,0.00,0.00,0.00,11.75,-0.9247,30.33,31.50,28.50,0.690,0.54,63.05,7.88,29.06,21.05,21.58,,,,
Buntsandstein D,KG032,629.35,53.33,4.67,0.00,1.00,0.33,1.67,0.00,0.67,1.00,3.33,10.67,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,1.33,1.67,0.33,0.00,2.67,0.00,0.00,0.33,1.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.33,0.00,0.00,15.95,0.0746,18.67,71.00,62.50,0.569,0.52,70.09,6.41,23.50,32.38,8.57,,,,
Buntsandstein D,KG034,624.85,53.00,6.33,0.00,0.33,1.00,3.00,0.00,0.00,0.33,2.33,5.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,3.67,0.33,0.00,0.00,0.00,0.00,0.00,0.67,2.33,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.33,0.67,0.00,14.75,-1.3831,19.00,81.90,72.10,0.277,0.49,72.07,8.56,19.37,32.10,10.19,,,,
Buntsandstein D,KG036,619.55,55.33,0.67,0.00,0.67,0.00,0.00,0.00,0.67,0.67,1.33,3.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,4.00,0.00,1.00,0.00,8.29,-2.3935,21.33,75.70,82.40,0.185,0.64,81.95,0.98,17.07,30.08,12.12,,,,
Buntsandstein D,KG038,614.30,49.33,9.00,0.00,0.00,0.00,2.33,0.00,0.00,0.67,7.00,11.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.33,5.33,0.67,0.00,0.33,0.00,0.00,0.33,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,5.00,0.33,0.00,0.00,14.07,-0.3816,16.67,61.70,48.70,0.707,0.69,61.41,11.62,26.97,34.00,7.70,,,,
Buntsandstein D,KG040,610.20,48.00,8.67,0.00,1.00,0.00,5.00,0.00,0.00,1.00,4.67,12.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,3.00,0.33,0.00,4.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,5.00,1.00,1.00,0.00,14.19,0.8899,14.67,68.10,38.80,0.852,0.70,60.00,11.43,28.57,35.55,6.23,,,,
Buntsandstein D,KG042,605.50,56.00,3.67,0.00,0.00,2.00,3.00,0.00,0.00,1.67,1.33,6.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.46,-2.8620,8.67,79.40,74.80,0.328,0.44,69.42,4.55,26.03,39.78,4.01,,,,
Buntsandstein D,KG044,599.75,50.00,8.33,0.00,0.00,0.00,3.67,0.00,0.00,1.00,4.33,5.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.33,16.33,0.67,0.00,0.00,0.00,0.00,0.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.33,0.00,0.00,9.89,-1.1364,24.67,50.50,16.70,0.574,0.55,68.18,12.27,19.55,26.99,16.06,,,,
Buntsandstein D,KG046,594.50,65.00,6.00,0.00,0.00,0.33,2.67,0.00,0.33,1.67,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,2.67,1.00,2.33,0.33,0.00,0.00,0.00,0.00,0.67,0.33,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,2.00,0.00,0.00,0.00,8.61,-1.8719,12.00,85.30,55.90,0.480,0.53,77.38,7.14,15.48,37.50,6.25,,,,
Buntsandstein D,KG048,591.20,43.67,6.33,0.00,0.00,0.00,4.67,0.00,1.00,1.67,4.00,11.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.67,2.33,11.00,0.67,0.00,4.33,0.00,0.00,0.67,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.33,0.33,0.00,0.00,9.38,-1.1817,24.33,31.40,18.30,0.398,0.53,59.82,9.59,30.59,27.31,15.99,,,,
Buntsandstein D,KG050,585.90,58.00,6.67,0.00,0.00,1.33,2.67,0.00,0.00,2.00,0.33,8.67,0.00,0.00,0.00,0.00,0.00,0.33,3.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.67,0.00,0.00,0.00,3.14,-2.4946,5.67,85.20,80.60,0.174,0.67,69.60,8.40,22.00,41.70,2.33,,,,
Buntsandstein D,KG052,579.50,66.67,4.67,0.00,0.00,0.67,2.67,0.00,0.00,0.67,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,5.29,-2.3074,14.00,84.90,85.50,0.306,0.47,82.64,5.79,11.57,36.05,6.82,,,,
Buntsandstein D,KG054,575.85,54.00,12.00,0.00,0.67,0.67,3.00,0.00,0.33,2.67,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.33,0.67,6.00,1.33,0.00,0.00,0.00,0.00,0.33,3.67,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,10.71,-1.9107,20.00,50.80,44.10,0.214,0.70,71.00,15.58,13.42,31.25,12.60,,,,
Buntsandstein D,KG056,570.45,50.67,7.00,0.00,1.33,2.00,3.67,0.00,0.67,5.33,0.67,4.67,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,-2.5393,7.00,96.00,75.50,0.150,0.56,63.67,8.57,27.76,40.86,4.14,,,,
Buntsandstein D,KG058,564.70,53.33,6.67,0.00,0.33,2.33,8.00,0.00,0.33,0.00,0.67,2.67,0.00,0.00,0.00,0.00,0.00,0.67,4.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,6.33,0.67,0.67,0.00,0.00,0.33,0.00,0.00,0.67,0.67,7.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.33,0.33,0.00,4.61,-2.4209,13.00,74.00,81.50,0.182,0.58,67.65,9.24,23.11,36.78,6.53,,,,
Buntsandstein D,KG060,559.70,54.33,7.00,0.00,0.67,2.33,1.33,0.00,0.67,3.33,5.00,3.33,0.00,0.00,0.00,0.00,0.00,0.33,3.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.33,6.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.70,-2.2919,13.00,62.70,61.40,0.258,0.89,67.62,9.02,23.36,36.78,7.59,,,,
Buntsandstein D,KG062,556.30,54.00,5.67,0.00,0.00,0.33,5.33,0.00,0.67,1.00,0.33,2.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,5.33,2.00,0.33,0.00,6.00,0.00,0.00,2.67,1.33,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.33,0.00,0.00,0.00,8.79,-1.8150,22.67,72.50,72.10,0.267,0.49,76.42,8.02,15.57,28.88,14.46,,,,
Buntsandstein D,KG064,549.90,56.67,9.00,0.00,0.00,0.67,1.67,0.00,0.00,0.67,0.33,1.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,3.33,8.33,0.67,0.00,4.00,0.00,0.00,1.33,1.67,2.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.67,0.00,0.00,2.33,0.00,0.00,0.00,10.81,-1.5259,24.67,37.10,42.80,0.226,0.48,79.07,13.95,6.98,26.99,16.31,,,,
Buntsandstein D,KG066,544.20,44.33,10.00,0.00,0.00,1.00,6.33,0.00,0.00,1.67,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,2.33,14.67,1.00,0.00,2.33,0.00,0.00,1.00,2.33,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.67,0.33,0.00,10.34,-1.5741,31.33,22.90,30.80,0.191,0.53,68.21,15.38,16.41,19.90,22.69,,,,
Buntsandstein D,KG068,540.90,57.00,7.00,0.00,0.00,3.00,3.67,0.00,0.33,2.33,1.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,5.67,1.33,0.67,0.00,0.00,0.00,0.00,0.00,0.67,1.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,1.67,0.33,0.00,0.00,10.76,-1.7024,14.33,81.10,75.90,0.225,0.62,72.77,8.94,18.30,35.80,8.13,,,,
Buntsandstein D,KG070,535.15,60.00,6.67,0.00,1.33,1.67,2.33,0.00,0.00,1.00,1.00,1.67,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.33,0.33,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,10.00,1.00,1.00,0.33,0.00,0.00,0.00,0.00,1.00,0.67,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.82,-2.0462,11.67,73.70,86.50,0.216,0.47,80.00,9.57,10.43,37.74,5.19,,,,
Buntsandstein D,KG072,532.55,44.33,2.33,0.00,4.33,1.67,4.67,0.00,3.00,2.33,1.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.33,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.67,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,2.00,0.67,0.00,0.00,3.82,-2.8166,11.00,81.50,76.70,0.107,0.73,67.91,3.26,28.84,38.20,5.56,,,,
Buntsandstein D,KG074,524.05,55.33,8.67,0.00,0.00,0.33,6.67,0.00,0.33,2.00,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,4.33,1.67,1.33,0.00,0.00,0.00,0.00,0.00,0.67,1.00,8.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,3.67,0.00,0.33,0.00,13.86,-0.8227,17.00,79.30,42.30,0.261,0.51,72.17,12.17,15.65,33.73,8.84,,,,
Buntsandstein D,KG076,520.85,54.33,5.67,0.00,0.67,1.33,5.00,0.00,0.00,2.33,1.33,2.67,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.33,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,7.33,0.67,1.00,0.00,0.00,0.00,0.00,0.00,1.33,1.33,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,6.78,-2.1666,12.67,75.90,58.80,0.184,0.86,69.92,7.20,22.88,37.02,5.67,,,,
Buntsandstein D,KG078,515.20,59.33,5.33,0.00,0.00,3.67,7.00,0.00,1.33,1.67,2.33,1.00,0.00,0.00,0.00,0.00,0.00,0.33,1.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,5.67,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.25,-2.1874,10.33,72.80,70.50,0.275,0.73,71.20,6.80,22.00,38.66,5.72,,,,
Buntsandstein D,KG080,509.05,59.67,8.00,0.00,0.00,0.33,8.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,2.33,1.33,0.00,0.00,0.00,0.00,0.00,1.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.33,0.33,0.33,0.00,12.28,-0.8877,15.00,93.20,63.90,0.317,0.54,72.47,11.34,16.19,35.29,8.20,,,,
Rotliegendes A+B,A_01,5469.08,59.67,4.67,0.00,3.33,0.00,1.67,0.00,0.00,1.33,0.00,0.33,0.00,4.33,0.00,0.00,0.33,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.33,5.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,8.00,0.67,0.33,0.00,,,17.0,81.1,20.1,0.336,0.79,80.08,6.78,13.14,31.54,7.99,,,,
Rotliegendes A+B,A_02,5470.29,61.67,6.00,0.00,1.67,1.00,1.33,0.00,0.33,0.33,0.33,0.00,0.00,3.33,2.33,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,2.00,0.33,3.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.00,3.6,0.354,16.0,70.9,19.8,0.419,0.63,77.87,8.20,13.93,33.73,10.60,,,,
Rotliegendes A+B,A_03,5471.16,53.33,7.67,0.00,0.67,0.00,0.33,0.00,0.00,0.33,0.67,0.33,0.00,4.67,1.00,0.67,0.33,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,3.00,0.00,7.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.33,0.00,5.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,6.00,0.00,0.67,0.00,,,20.7,76.8,6.3,0.371,0.90,72.32,10.27,17.41,27.95,12.73,,,,
Rotliegendes A+B,A_04,5472.93,58.67,8.00,0.33,1.67,0.33,1.00,0.00,0.33,0.67,0.00,0.00,0.00,4.33,1.33,0.67,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.67,2.67,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,5.33,0.67,0.00,0.00,7.7,2.023,15.0,74.7,11.5,0.204,1.06,75.10,10.79,14.11,34.00,7.48,,,,
Rotliegendes A+B,A_05,5493.91,55.33,3.67,0.33,1.67,0.33,0.00,0.00,0.33,0.67,1.00,0.33,0.00,3.67,2.33,0.33,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2.67,0.00,2.33,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.33,0.33,0.00,0.00,0.00,0.67,0.00,0.33,0.33,4.33,0.33,0.67,0.00,6.8,1.213,16.0,80.6,18.2,0.445,0.80,72.15,5.91,21.94,32.93,9.17,,,,
Rotliegendes A+B,A_06,5474.81,58.67,5.67,0.33,1.67,1.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,4.67,2.33,0.33,0.00,5.33,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,4.33,0.00,1.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,5.67,0.00,0.67,0.00,,,12.0,76.3,12.6,0.359,0.83,74.79,7.85,17.36,34.26,7.01,,,,
Rotliegendes A+B,A_07,5475.66,57.00,8.00,0.33,1.33,0.33,1.00,0.00,0.33,0.33,0.67,0.67,0.00,4.00,0.67,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,3.67,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2.67,0.00,0.00,1.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.33,0.00,7.33,0.33,0.33,0.00,,,16.0,81.1,18.6,0.342,0.73,74.15,11.02,14.83,32.10,7.92,,,,
Rotliegendes A+B,A_08,5476.88,59.67,7.33,0.00,2.00,0.67,0.33,0.00,0.00,0.33,0.33,0.00,0.00,3.33,1.67,0.33,0.33,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,9.33,0.33,0.67,0.00,,,16.0,81.1,18.4,0.319,0.90,77.73,10.08,12.18,32.10,6.56,,,,
Rotliegendes A+B,A_09,5490.08,59.00,7.33,0.00,1.00,0.67,0.00,0.00,0.00,0.33,0.67,0.00,0.00,7.33,1.00,0.33,0.33,7.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.67,0.00,3.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.33,0.00,9.3,1.518,11.0,74.6,19.8,0.410,0.70,70.04,9.34,20.62,36.29,5.73,,,,
Rotliegendes A+B,A_10,5490.88,53.67,7.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,8.33,3.67,0.00,0.00,10.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.00,0.00,1.00,0.00,6,0.242,7.7,85.2,40.8,0.420,0.65,64.73,9.69,25.58,37.02,6.72,,,,
Rotliegendes A+B,A_11,5492.08,57.67,7.00,0.00,1.67,0.67,0.67,0.00,0.00,0.33,1.00,0.67,0.00,5.33,0.67,0.00,0.33,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,0.00,3.67,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,3.00,0.33,0.33,0.00,7.1,0.481,12.7,71.9,20.8,0.371,0.93,72.36,8.94,18.70,33.73,9.28,,,,
Rotliegendes A+B,A_12,5493.64,50.67,8.67,0.00,2.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.00,8.00,2.67,0.33,0.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,5.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,3.00,0.33,0.67,0.00,6.9,0.244,11.3,76.0,10.1,0.438,0.95,65.02,11.52,23.46,33.20,9.80,,,,
Rotliegendes A+B,A_13,5495.10,61.33,6.67,0.00,1.33,0.33,0.33,0.00,0.00,0.00,1.00,0.00,0.00,5.33,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.67,0.00,4.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.33,2.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,5.00,0.00,0.33,0.00,8,0.916,13.7,62.2,15.2,0.364,0.82,76.11,8.50,15.38,34.26,7.45,,,,
Rotliegendes A+B,A_14,5496.90,63.67,6.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.33,1.67,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,0.00,2.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,3.00,0.00,0.33,0.00,6,0.227,11.7,58.5,20.0,0.284,0.89,79.67,8.30,12.03,32.38,10.59,,,,
Rotliegendes A+B,A_15,5498.07,61.67,9.67,0.00,1.67,0.67,0.33,0.00,0.33,0.00,0.00,0.00,0.00,3.33,0.67,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,6.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.33,0.00,1.33,0.33,0.00,0.33,0.33,0.00,0.67,0.00,0.00,0.00,0.67,0.00,1.00,0.00,,,14.0,41.5,24.1,0.230,0.70,78.19,12.35,9.47,34.00,10.56,,,,
Rotliegendes A+B,A_16,5499.82,72.00,7.67,0.00,1.33,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,2.67,1.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,2.6,-0.445,10.3,51.4,31.3,0.331,0.70,84.29,8.81,6.90,37.50,7.50,,,,
Rotliegendes A+B,A_17,5501.06,49.33,4.67,0.00,2.67,0.67,0.00,0.00,0.00,0.00,1.00,0.67,0.00,11.00,1.33,0.33,0.67,12.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,4.67,0.00,1.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.33,0.00,3.3,-0.764,9.0,56.2,26.2,0.297,1.34,61.18,6.27,32.55,36.78,8.22,,,,
Rotliegendes A+B,A_18,5504.05,61.33,9.00,0.00,1.33,0.00,0.67,0.00,0.00,0.33,0.67,0.00,0.00,2.33,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,8.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,4.67,0.33,0.00,0.00,6.1,-0.016,17.3,53.1,25.0,0.227,0.54,81.39,11.69,6.93,29.49,12.22,,,,
